season_id,player_id,player_season,player,season,season_start,age,team,league,pos,g,gs,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,all-nba
11579,2101,4,Josh Richardson,2018-19,2018,25,MIA,NBA,SG,73,73,34.8,5.8,14.1,0.412,2.2,6.3,0.357,3.5,7.8,0.458,0.492,2.7,3.2,0.861,0.7,2.9,3.6,4.1,1.1,0.5,1.5,2.7,16.6,14,0.536,0.448,0.225,2.3,8.8,5.5,17.9,1.5,1.2,9.1,20.9,3,2.6,5.6,0.106,1,-0.4,0.6,-0.3,0
11582,2102,3,Malachi Richardson,2018-19,2018,23,TOR,NBA,SG,22,0,4.7,0.4,1.3,0.31,0.4,1.1,0.32,0,0.2,0.25,0.448,0.2,0.2,0.8,0.1,0.5,0.6,0,0,0,0.4,0.6,1.4,0.9,0.481,0.862,0.172,2.2,11.2,6.8,0,0.5,0,20.4,16.4,-0.2,0.1,-0.1,-0.06,-6.3,-4.5,-10.8,0.2,0
11607,2106,1,Mitch Richmond,1988-89,1988,23,GSW,NBA,SG,79,79,34.4,8.2,17.5,0.468,0.4,1.1,0.367,7.8,16.4,0.475,0.48,5.2,6.4,0.81,2,3.9,5.9,4.2,1,0.2,3.4,2.8,22,17.2,0.541,0.065,0.365,5.8,11.4,8.6,17.6,1.4,0.3,14.3,26.2,3.6,1.9,5.6,0.098,1.3,-1.5,-0.2,-0.1,0
11608,2106,2,Mitch Richmond,1989-90,1989,24,GSW,NBA,SG,78,78,35.9,8.2,16.5,0.497,0.4,1.2,0.358,7.8,15.3,0.508,0.51,5.2,6,0.866,1.3,3.4,4.6,2.9,1.3,0.3,2.6,2.7,22.1,17,0.576,0.074,0.364,3.9,9.5,6.9,12.1,1.6,0.5,11.9,24.1,4.6,0.7,5.2,0.09,1.6,-1.9,-0.4,-0.1,0
11609,2106,3,Mitch Richmond,1990-91,1990,25,GSW,NBA,SG,77,77,39.3,9.1,18.5,0.494,0.5,1.5,0.348,8.6,17,0.506,0.508,5.1,6,0.847,1.9,4,5.9,3.1,1.6,0.4,3,2.7,23.9,17.8,0.565,0.081,0.327,5.4,11.1,8.2,11.8,1.9,0.7,12.4,24.5,5.2,1.9,7.1,0.113,1.9,-0.8,1,-0.1,0
11610,2106,4,Mitch Richmond,1991-92,1991,26,SAC,NBA,SG,80,80,38.7,8.6,18.3,0.468,1.3,3.4,0.384,7.3,15,0.486,0.503,4.1,5.1,0.813,0.8,3.2,4,5.1,1.2,0.4,3.1,2.9,22.5,16.3,0.548,0.183,0.277,2.2,9,5.6,21.3,1.4,0.6,13.1,25.5,3.4,1.5,4.9,0.076,1.8,-2.1,-0.3,0,0
11611,2106,5,Mitch Richmond,1992-93,1992,27,SAC,NBA,SG,45,45,38.4,8.2,17.4,0.474,1.1,2.9,0.369,7.2,14.5,0.495,0.505,4.4,5.2,0.845,0.4,3,3.4,4.9,1.2,0.2,2.9,3,21.9,15.6,0.558,0.166,0.298,1.1,9.1,5,20.2,1.5,0.3,12.8,23.9,2.2,0.9,3.1,0.087,1.5,-1.8,-0.3,1.4,0
11612,2106,6,Mitch Richmond,1993-94,1993,28,SAC,NBA,SG,78,78,37.1,8.1,18.3,0.445,1.6,4,0.407,6.5,14.3,0.455,0.489,5.5,6.6,0.834,0.9,2.8,3.7,4,1.3,0.2,2.8,2.7,23.4,17.7,0.551,0.218,0.358,2.6,8.3,5.4,18.5,1.8,0.4,11.6,27.2,5.2,1.2,6.4,0.106,3.2,-2,1.2,1.1,1
11613,2106,7,Mitch Richmond,1994-95,1994,29,SAC,NBA,SG,82,82,38.7,8.1,18.3,0.446,1.9,5.2,0.368,6.2,13.1,0.477,0.498,4.6,5.4,0.843,0.8,3.5,4.4,3.8,1.1,0.4,2.9,2.8,22.8,17.2,0.551,0.283,0.297,2.6,10.4,6.6,17.8,1.5,0.7,12.1,27,4.9,3.1,8,0.12,2.5,-0.7,1.8,0.7,1
11614,2106,8,Mitch Richmond,1995-96,1995,30,SAC,NBA,SG,81,81,36.4,7.5,16.9,0.447,2.8,6.4,0.437,4.8,10.5,0.453,0.529,5.2,6.1,0.866,0.7,2.7,3.3,3.1,1.5,0.2,2.7,2.9,23.1,19.2,0.591,0.376,0.359,2.1,8.5,5.3,15.9,2.2,0.5,12.2,26.9,7.2,2.1,9.3,0.151,4.5,-1.7,2.9,0.4,1
11615,2106,9,Mitch Richmond,1996-97,1996,31,SAC,NBA,SG,81,81,38.6,8.9,19.5,0.454,2.5,5.9,0.428,6.3,13.6,0.466,0.519,5.6,6.6,0.861,0.7,3.2,3.9,4.2,1.5,0.3,2.9,2.6,25.9,21.6,0.578,0.302,0.337,2.2,9.8,6,20.6,2,0.6,11.6,29.4,8.7,2.1,10.8,0.166,5.2,-1.9,3.3,2.5,1
11616,2106,10,Mitch Richmond,1997-98,1997,32,SAC,NBA,SG,70,70,36.7,7.8,17.4,0.445,1.9,4.8,0.389,5.9,12.7,0.466,0.498,5.8,6.7,0.864,0.7,2.6,3.3,4,1.3,0.2,2.6,2.2,23.2,20.4,0.569,0.274,0.386,2.1,7.9,5,20.2,1.8,0.4,11.3,27.8,6.6,1.3,7.9,0.148,4.7,-2.3,2.3,2.3,1
11617,2106,11,Mitch Richmond,1998-99,1998,33,WAS,NBA,SG,50,50,38.2,6.6,16.1,0.412,1.4,4.4,0.317,5.2,11.6,0.448,0.456,5,5.9,0.857,0.6,2.8,3.4,2.4,1.3,0.2,2.7,2.4,19.7,15.5,0.527,0.275,0.365,1.8,8.9,5.2,11.4,1.8,0.4,12.7,25.7,2.2,1,3.3,0.082,1.4,-1.8,-0.4,1,0
11618,2106,12,Mitch Richmond,1999-00,1999,34,WAS,NBA,SG,74,69,32.4,6,14.2,0.426,1.3,3.3,0.386,4.8,10.9,0.438,0.47,4,4.6,0.876,0.5,2.4,2.9,2.5,1.5,0.2,2.1,2.6,17.4,16.5,0.536,0.23,0.324,1.8,8.6,5.1,13.5,2.4,0.4,11.4,25,3.8,1.4,5.2,0.104,1.9,-1.4,0.5,2.1,0
11619,2106,13,Mitch Richmond,2000-01,2000,35,WAS,NBA,SG,37,30,32.9,5.5,13.6,0.407,1.2,3.6,0.338,4.3,10,0.431,0.451,3.9,4.3,0.894,0.4,2.5,2.9,3,1.2,0.2,2.3,2.3,16.2,14.9,0.521,0.264,0.317,1.4,9.2,5.2,16.6,1.8,0.4,12.8,24.1,1.4,0.2,1.6,0.065,1.1,-2.5,-1.4,0.3,0
11620,2106,14,Mitch Richmond,2001-02,2001,36,LAL,NBA,SG,64,2,11.1,1.6,3.9,0.405,0.3,1,0.29,1.3,2.9,0.443,0.441,0.7,0.7,0.955,0.2,1.3,1.5,0.9,0.3,0.1,0.6,1,4.1,10.7,0.488,0.251,0.178,2.2,12.3,7.3,12.3,1.3,0.6,13.1,19.4,0.1,0.8,0.9,0.062,-2.7,-1.4,-4,1,0
11621,2107,1,Isaiah Rider,1993-94,1993,22,MIN,NBA,SG,79,60,30.6,6.6,14.1,0.468,0.7,1.9,0.36,5.9,12.2,0.485,0.492,2.7,3.4,0.811,1.5,2.5,4,2.6,0.7,0.4,2.8,2.5,16.6,14.2,0.533,0.135,0.238,5.9,9.3,7.6,15.5,1.1,0.7,15,26.2,0.9,0.8,1.7,0.034,0.4,-2.2,-1.8,-0.2,0
11622,2107,2,Isaiah Rider,1994-95,1994,23,MIN,NBA,SG,75,67,35.3,7.4,16.7,0.447,1.9,5.3,0.351,5.6,11.4,0.491,0.502,3.7,4.5,0.817,1.2,2.1,3.3,3.3,0.9,0.3,3.1,2.6,20.4,15.6,0.548,0.317,0.271,4.2,7.3,5.8,18.7,1.4,0.7,14.2,28.2,1.4,0.4,1.9,0.034,2,-2.9,-0.8,-0.1,0
11623,2107,3,Isaiah Rider,1995-96,1995,24,MIN,NBA,SG,75,68,34.6,7.5,16.1,0.464,1.4,3.7,0.371,6.1,12.4,0.492,0.507,3.3,3.9,0.838,1.3,2.8,4.1,2.8,0.6,0.3,2.7,2.7,19.6,15.6,0.55,0.228,0.245,4.6,9.7,7.1,15.3,0.9,0.7,13.1,26.3,2.6,0.8,3.4,0.063,1.4,-2.6,-1.2,0.2,0
11624,2107,4,Isaiah Rider,1996-97,1996,25,POR,NBA,SG,76,68,33.7,6,12.9,0.464,1.3,3.4,0.385,4.7,9.6,0.492,0.514,2.8,3.4,0.812,1.2,2.8,4,2.6,0.6,0.3,2.8,2.6,16.1,13.8,0.557,0.261,0.266,4.5,9.4,7,13.4,0.9,0.6,16.2,23,2.6,2.4,5,0.093,0.4,-1,-0.5,0,0
11625,2107,5,Isaiah Rider,1997-98,1997,26,POR,NBA,SG,74,66,37.6,7.4,17.6,0.423,1.8,5.7,0.321,5.6,11.9,0.472,0.475,3,3.6,0.828,1.3,3.3,4.7,3.1,0.7,0.3,2.5,2.5,19.7,15.2,0.514,0.323,0.205,4.3,10,7.2,15.7,1.1,0.5,11.6,26.1,3.2,2.5,5.8,0.099,1.7,-1.4,0.3,-0.1,0
11626,2107,6,Isaiah Rider,1998-99,1998,27,POR,NBA,SG,47,41,29.5,5.3,12.9,0.412,0.9,2.4,0.378,4.4,10.5,0.419,0.446,2.4,3.1,0.755,1.3,2.9,4.2,2.2,0.5,0.2,2,2.1,13.9,13.7,0.486,0.183,0.243,5.1,11,8.2,14,1,0.5,12.4,25.3,1,1.5,2.5,0.086,-0.4,-1,-1.4,-0.3,0
11627,2107,7,Isaiah Rider,1999-00,1999,28,ATL,NBA,SG,60,47,34.7,7.5,17.9,0.419,0.9,3,0.311,6.6,14.9,0.441,0.445,3.4,4.3,0.785,1.1,3.3,4.3,3.7,0.7,0.1,2.8,2.2,19.3,15.7,0.488,0.168,0.243,3.3,10.2,6.8,19.4,1,0.2,12.4,28.8,1.2,0.4,1.6,0.037,1,-2.6,-1.6,-0.2,0
11628,2107,8,Isaiah Rider,2000-01,2000,29,LAL,NBA,SG,67,6,18,3,7,0.426,0.5,1.4,0.37,2.5,5.7,0.439,0.462,1.1,1.2,0.855,0.7,1.7,2.3,1.7,0.4,0.1,1.5,1.6,7.6,11.8,0.499,0.195,0.176,4.2,10.4,7.3,15,1.2,0.4,16.2,22.5,0.3,0.5,0.8,0.033,-1.7,-2.7,-4.3,0.7,0
11629,2107,9,Isaiah Rider,2001-02,2001,30,DEN,NBA,SG,10,1,17.3,3.7,8.1,0.457,0.6,1.5,0.4,3.1,6.6,0.47,0.494,1.3,1.7,0.765,1,2.3,3.3,1.2,0.3,0.2,1.4,1.1,9.3,16.3,0.526,0.185,0.21,6.3,15.9,10.9,13.3,0.9,0.9,13.7,26.5,0.1,0.1,0.2,0.05,-0.6,-2.8,-3.4,0,0
11630,2108,1,Luke Ridnour,2003-04,2003,22,SEA,NBA,PG,69,6,16.1,2.1,5.1,0.414,0.4,1.2,0.338,1.7,3.9,0.437,0.453,0.9,1.1,0.823,0.5,1.1,1.6,2.4,0.8,0.1,1.2,1.5,5.5,13.1,0.496,0.229,0.226,3.7,7.7,5.7,23.9,2.5,0.5,17.2,19.3,0.9,0.2,1.2,0.051,-0.5,-1.8,-2.3,0,0
11631,2108,2,Luke Ridnour,2004-05,2004,23,SEA,NBA,PG,82,82,31.4,3.6,9,0.405,0.8,2.2,0.376,2.8,6.8,0.414,0.45,1.9,2.2,0.883,0.7,1.8,2.5,5.9,1.1,0.3,1.8,2.3,10,14.6,0.504,0.241,0.244,2.6,7.1,4.9,30.6,2,0.7,15.4,17.4,4.3,1,5.4,0.1,1.4,-1,0.4,-0.8,0
11632,2108,3,Luke Ridnour,2005-06,2005,24,SEA,NBA,PG,79,77,33.2,4.2,10.1,0.418,0.5,1.9,0.289,3.7,8.2,0.448,0.445,2.5,2.9,0.877,0.6,2.4,3,7,1.6,0.3,2.1,2.3,11.5,16,0.506,0.186,0.284,2.1,8.8,5.4,32.3,2.5,0.6,15.3,18.1,4.4,0,4.4,0.081,1.4,-1.9,-0.5,-1.4,0
11633,2108,4,Luke Ridnour,2006-07,2006,25,SEA,NBA,PG,71,58,29.5,4.2,9.8,0.433,0.7,2,0.353,3.5,7.8,0.453,0.468,1.8,2.2,0.805,0.4,1.9,2.3,5.2,1.2,0.3,2.2,2.5,11,13.7,0.509,0.2,0.229,1.6,7.9,4.7,28.2,2.1,0.7,16.9,20,1.4,0.8,2.3,0.052,-0.2,-1.6,-1.8,-0.3,0
11634,2108,5,Luke Ridnour,2007-08,2007,26,SEA,NBA,PG,61,5,20,2.4,6,0.399,0.3,1.2,0.296,2.1,4.9,0.424,0.428,1.3,1.5,0.857,0.2,1.3,1.5,4,0.6,0.2,1.3,2,6.4,11.3,0.482,0.193,0.247,1.2,7.2,4.2,29.5,1.5,0.8,16.4,17.3,0.3,0.6,0.9,0.035,-2,-2,-4,0,0
11635,2108,6,Luke Ridnour,2008-09,2008,27,MIL,NBA,PG,72,50,28.2,3.5,8.6,0.403,0.8,2.2,0.35,2.7,6.4,0.42,0.447,1.8,2.1,0.869,0.5,2.6,3,5.1,1.3,0.2,1.8,2.8,9.6,12.9,0.5,0.253,0.246,1.8,11.3,6.3,28.2,2.3,0.7,15.7,18,1.2,2.2,3.4,0.081,-0.5,0.2,-0.3,-0.1,0
11636,2108,7,Luke Ridnour,2009-10,2009,28,MIL,NBA,PG,82,0,21.5,4,8.4,0.478,0.8,2.2,0.381,3.2,6.2,0.513,0.528,1.5,1.7,0.907,0.3,1.5,1.7,4,0.7,0.1,1.3,2.2,10.4,17.7,0.57,0.264,0.204,1.5,8.1,4.6,31.9,1.6,0.3,12.4,22,4,2.2,6.2,0.168,2.4,-1.5,0.9,0,0
11637,2108,8,Luke Ridnour,2010-11,2010,29,MIN,NBA,PG,71,66,30.4,4.5,9.6,0.468,1.1,2.6,0.44,3.4,7,0.479,0.528,1.7,1.9,0.883,0.5,2.3,2.8,5.4,1.3,0.1,2.2,2.1,11.8,15,0.567,0.27,0.201,1.9,8.6,5.1,28.1,2.1,0.4,17.6,17.8,3.2,0.8,4,0.089,1.2,-1.5,-0.3,0.1,0
11638,2108,9,Luke Ridnour,2011-12,2011,30,MIN,NBA,SG,53,53,33,4.6,10.4,0.44,0.9,2.9,0.322,3.6,7.5,0.485,0.485,2,2.2,0.891,0.4,2.3,2.7,4.8,1.1,0.3,1.8,2.6,12.1,13.6,0.53,0.276,0.216,1.2,7.8,4.5,24,1.6,0.7,13.7,17.8,2.4,0.9,3.3,0.09,0.9,-0.6,0.3,0.1,0
11639,2108,10,Luke Ridnour,2012-13,2012,31,MIN,NBA,SG,82,82,30.2,4.5,9.9,0.453,0.8,2.6,0.311,3.7,7.3,0.503,0.493,1.7,2,0.848,0.5,2,2.5,3.8,1,0.2,1.6,2.3,11.5,13,0.532,0.261,0.202,1.8,7.9,4.8,21,1.7,0.5,12.8,18.3,2.6,1.8,4.3,0.084,0.3,-0.7,-0.4,0.3,0
11640,2108,11,Luke Ridnour,2013-14,2013,32,TOT,NBA,PG,61,14,18.7,2.1,5.4,0.385,0.6,1.8,0.343,1.5,3.6,0.406,0.442,0.3,0.4,0.654,0.4,1.2,1.6,2.9,0.5,0.1,1.1,1.5,5,9,0.452,0.33,0.08,2.2,7.6,4.8,24.3,1.5,0.6,16.3,16.1,-0.3,0.4,0.1,0.005,-2.7,-2.4,-5.1,0.5,0
11641,2108,12,Luke Ridnour,2014-15,2014,33,ORL,NBA,PG,47,0,14.5,1.6,3.7,0.426,0.4,1.3,0.317,1.2,2.4,0.487,0.483,0.4,0.4,0.857,0.2,1.3,1.4,2,0.4,0.1,0.8,1.4,4,10,0.507,0.358,0.119,1.3,10.1,5.6,21,1.5,0.5,17,14.8,0.3,0.3,0.6,0.042,-2.3,-1.7,-4,0,0
11642,2109,1,Antoine Rigaudeau,2002-03,2002,31,DAL,NBA,SG,11,0,8.3,0.7,3.2,0.229,0.1,0.5,0.2,0.6,2.7,0.233,0.243,0,0,0,0.4,0.4,0.7,0.5,0.3,0,0.5,1,1.5,-2.4,0.243,0.143,0,4.8,4.8,4.8,9.3,1.7,0,14.6,20.4,-0.4,0.1,-0.4,-0.192,-9.2,-2.1,-11.3,-0.1,0
11643,2110,1,Eric Riley,1993-94,1993,23,HOU,NBA,C,47,2,4.7,0.7,1.5,0.486,0,0,0,0.7,1.5,0.493,0.486,0.4,0.8,0.541,0.5,0.7,1.3,0.2,0.1,0.2,0.3,0.6,1.9,13.4,0.51,0.014,0.529,12.9,16.8,15,6.3,1.2,2.6,14.8,20.5,0.1,0.4,0.4,0.097,-3.6,-0.1,-3.7,-0.3,0
11644,2110,2,Eric Riley,1994-95,1994,24,LAC,NBA,C,40,4,10.9,1.6,3.6,0.448,0,0,0,1.6,3.6,0.451,0.448,1.2,1.6,0.734,1.1,1.7,2.8,0.3,0.4,0.9,0.8,2,4.4,14.7,0.511,0.007,0.441,11.5,19.4,15.2,4.1,2,5.9,15.2,20.5,0,0.5,0.6,0.063,-4.3,1,-3.3,0.5,0
11645,2110,3,Eric Riley,1995-96,1995,25,MIN,NBA,C,25,10,12.4,1.4,3,0.473,0,0,0,1.4,2.9,0.479,0.473,0.9,1.1,0.786,1.3,1.8,3,0.2,0.3,0.6,0.7,1.7,3.7,12,0.533,0.014,0.378,12.4,17,14.7,2.5,1.3,3.9,16.5,14.8,0.2,0.3,0.5,0.071,-3.4,-0.4,-3.8,2.8,0
11646,2110,4,Eric Riley,1997-98,1997,27,DAL,NBA,C,39,14,13.9,1.4,3.5,0.415,0,0,0,1.4,3.4,0.418,0.415,0.7,0.9,0.75,1.1,2.3,3.4,0.6,0.4,1.2,0.9,2.1,3.6,11.2,0.461,0.007,0.267,8.6,18.8,13.6,6.5,1.5,5.9,19.7,15.8,-0.4,0.7,0.3,0.029,-5.6,2.3,-3.3,0.2,0
11647,2110,5,Eric Riley,1998-99,1998,28,BOS,NBA,C,35,11,9.6,0.8,1.5,0.519,0,0,0,0.8,1.5,0.519,0.519,0.6,0.9,0.71,1,1.8,2.8,0.4,0.3,0.7,0.7,2.1,2.2,11.8,0.577,0,0.574,11.7,21.6,16.5,5.8,1.4,5.6,27.8,12.4,0.2,0.5,0.7,0.102,-3.6,2.6,-1,0,0
11648,2111,1,Ramon Rivas,1988-89,1988,22,BOS,NBA,C,28,0,3.3,0.4,1.1,0.387,0,0,0,0.4,1.1,0.4,0.387,0.6,0.9,0.64,0.3,0.5,0.9,0.1,0.1,0,0.3,0.8,1.4,9.3,0.476,0.032,0.806,11.5,18.7,15.1,4.3,2.2,0.6,17.6,23.3,-0.1,0.1,0,0.019,-4.6,-2.5,-7.1,0.1,0
11659,2114,1,Doc Rivers,1983-84,1983,22,ATL,NBA,PG,81,47,23.9,3.1,6.7,0.462,0,0.1,0.167,3.1,6.5,0.469,0.464,3.1,4,0.785,0.9,1.8,2.7,3.9,1.6,0.4,2.1,3.5,9.3,14.9,0.553,0.022,0.601,4.2,8.9,6.5,23.7,3.3,0.9,20.3,19.1,1.6,2.6,4.2,0.103,0.3,1.4,1.8,-0.3,0
11660,2114,2,Doc Rivers,1984-85,1984,23,ATL,NBA,PG,69,58,30.8,4.8,10.2,0.476,0.2,0.5,0.417,4.6,9.6,0.48,0.487,4.2,5.5,0.77,1,2.1,3.1,5.9,2.4,0.8,2.6,3.6,14.1,18.1,0.561,0.051,0.539,3.5,7.5,5.5,27.2,3.7,1.4,16.9,20.2,3.4,3,6.3,0.143,2.1,1.8,3.9,0.2,0
11661,2114,3,Doc Rivers,1985-86,1985,24,ATL,NBA,PG,53,50,29.6,4.2,8.8,0.474,0,0.3,0,4.2,8.5,0.491,0.474,3.2,5.3,0.608,0.9,2.1,3.1,8.4,2.3,0.2,2.7,3.5,11.5,17.4,0.52,0.034,0.61,3.5,7.9,5.7,38.6,3.7,0.5,19.3,19,1.9,2.2,4.2,0.128,2,1.1,3.1,0,0
11662,2114,4,Doc Rivers,1986-87,1986,25,ATL,NBA,PG,82,82,31.6,4.2,9.2,0.451,0,0.3,0.19,4.1,9,0.459,0.454,4.5,5.4,0.828,1,2.6,3.6,10,2.1,0.4,2.6,3.5,12.8,19.9,0.553,0.028,0.582,3.5,9,6.2,43,3.3,0.7,18.6,18.6,6.4,3.9,10.3,0.191,3.5,1.3,4.7,-0.2,0
11663,2114,5,Doc Rivers,1987-88,1987,26,ATL,NBA,PG,80,80,31.3,5,11.1,0.453,0.1,0.4,0.273,4.9,10.7,0.46,0.458,4,5.3,0.758,1,3.5,4.6,9.3,1.8,0.5,2.6,3.4,14.2,20.4,0.527,0.037,0.473,3.7,12.7,8.1,42.1,2.8,1,16.3,21.6,5.1,3.2,8.3,0.159,3.6,1.3,4.9,0,0
11656,2113,1,David Rivers,1988-89,1988,24,LAL,NBA,PG,47,0,9.4,1,2.6,0.402,0,0.1,0.167,1,2.5,0.414,0.406,0.7,0.9,0.833,0.3,0.6,0.9,2.3,0.5,0.2,1.3,1.1,2.9,9.8,0.477,0.049,0.344,3.5,7.1,5.4,30.4,2.5,1.2,30.3,18.9,-0.5,0.5,0,0.002,-4.4,-1,-5.4,-0.2,0
11664,2114,6,Doc Rivers,1988-89,1988,27,ATL,NBA,PG,76,76,32.4,4.9,10.7,0.455,0.6,1.6,0.347,4.3,9.1,0.474,0.481,3.3,3.8,0.861,1.2,2.6,3.8,6.9,2.4,0.5,2.1,3.5,13.6,18.4,0.548,0.152,0.352,3.9,8.9,6.3,30,3.6,1,14.4,18.2,5.4,3.2,8.5,0.167,3.5,1.4,4.9,-0.8,0
11657,2113,2,David Rivers,1989-90,1989,25,LAC,NBA,PG,52,11,13.9,1.5,3.8,0.406,0,0.1,0,1.5,3.7,0.417,0.406,1.1,1.5,0.756,0.6,1.1,1.6,3,0.6,0,1.7,1,4.2,9.9,0.473,0.025,0.396,4.8,8.6,6.7,29.4,2.1,0,27.6,18.4,-0.8,0.6,-0.2,-0.012,-3.9,-1.3,-5.2,0.1,0
11665,2114,7,Doc Rivers,1989-90,1989,28,ATL,NBA,PG,48,44,31.8,4.5,10,0.454,0.5,1.4,0.364,4,8.6,0.469,0.479,2.9,3.5,0.812,1,3.2,4.2,5.5,2.4,0.5,2,3.1,12.5,17.2,0.539,0.138,0.354,3.5,11.9,7.6,23.9,3.8,0.9,15,17.9,2.5,1.5,4,0.126,2.5,1.6,4.1,-0.4,0
11666,2114,8,Doc Rivers,1990-91,1990,29,ATL,NBA,PG,79,79,32.7,5.6,12.9,0.435,1.1,3.3,0.336,4.5,9.6,0.47,0.478,2.8,3.3,0.844,0.6,2.6,3.2,4.3,1.9,0.6,1.6,2.7,15.2,16.2,0.527,0.257,0.257,1.9,9,5.3,19.5,2.8,1.1,9.9,20.1,4.1,2.2,6.3,0.116,2.1,0,2.2,-0.2,0
11658,2113,3,David Rivers,1991-92,1991,27,LAC,NBA,PG,15,0,8.1,0.7,2,0.333,0,0.1,0,0.7,1.9,0.345,0.333,0.7,0.7,0.909,0.7,0.6,1.3,1.4,0.5,0.1,1.1,0.9,2,7.6,0.431,0.033,0.367,9.1,8.3,8.7,22.6,2.9,0.5,32.8,18.1,-0.3,0.2,-0.1,-0.035,-5.3,1.2,-4.1,-0.5,0
11667,2114,9,Doc Rivers,1991-92,1991,30,LAC,NBA,PG,59,25,28.1,3.8,9,0.424,0.4,1.6,0.283,3.4,7.5,0.454,0.448,2.8,3.3,0.832,0.4,2.1,2.5,3.9,1.9,0.3,1.6,2.8,10.9,13.8,0.518,0.173,0.368,1.5,8.4,4.9,19.9,3.3,0.7,12.9,18.3,1.5,2.4,3.9,0.113,-0.2,1.2,1,0,0
11668,2114,10,Doc Rivers,1992-93,1992,31,NYK,NBA,PG,77,45,24.5,2.8,6.4,0.437,0.5,1.6,0.317,2.3,4.8,0.477,0.477,1.7,2.1,0.821,0.3,2.2,2.5,5.3,1.6,0.1,1.5,2.8,7.8,14.6,0.534,0.249,0.328,1.6,9.5,5.7,31.1,3.3,0.3,16.8,15.6,2.4,4.1,6.5,0.166,0.3,2.1,2.5,-0.5,0
11669,2114,11,Doc Rivers,1993-94,1993,32,NYK,NBA,PG,19,19,26.3,2.9,6.7,0.433,1,2.7,0.365,1.9,3.9,0.48,0.508,0.7,1.2,0.636,0.2,1.8,2.1,5.3,1.3,0.3,1.5,2.3,7.5,12.9,0.523,0.409,0.173,0.9,7.8,4.4,29.7,2.6,0.7,17.5,14.5,0.6,0.9,1.5,0.146,-0.4,0.6,0.2,-0.1,0
11670,2114,12,Doc Rivers,1994-95,1994,33,TOT,NBA,PG,63,0,15.7,1.7,4.8,0.358,0.7,2,0.354,1,2.8,0.36,0.432,1,1.3,0.732,0.2,1.5,1.7,2.6,1,0.3,1,2.4,5.1,12.2,0.475,0.421,0.272,1.8,10.3,6.3,23.3,3.3,1.5,15.1,17.7,0.3,1.7,2,0.097,-0.7,1.4,0.7,-0.4,0
11671,2114,13,Doc Rivers,1995-96,1995,34,SAS,NBA,PG,78,0,15.8,1.4,3.7,0.372,0.6,1.8,0.343,0.8,2,0.399,0.453,0.6,0.8,0.75,0.4,1.4,1.8,1.6,0.9,0.3,0.7,2.2,4,9.6,0.489,0.472,0.221,2.8,9.4,6.2,14.1,3,1.2,15.2,13.7,0.2,2,2.2,0.087,-1.3,2,0.7,0.1,0
11649,2112,1,Austin Rivers,2012-13,2012,20,NOH,NBA,SG,61,26,23.2,2.4,6.4,0.372,0.5,1.4,0.326,1.9,5,0.385,0.408,1,1.8,0.546,0.3,1.5,1.8,2.1,0.4,0.1,1.2,2,6.2,5.9,0.431,0.221,0.277,1.3,8,4.6,13.9,1,0.5,14.5,16.8,-1.2,0.1,-1.1,-0.038,-3.6,-2,-5.6,0.5,0
11650,2112,2,Austin Rivers,2013-14,2013,21,NOP,NBA,PG,69,4,19.4,2.8,6.9,0.405,0.5,1.4,0.364,2.3,5.4,0.416,0.443,1.6,2.5,0.636,0.4,1.5,1.9,2.3,0.7,0.1,1.1,1.9,7.7,11.6,0.482,0.209,0.365,2.2,9.1,5.6,18.7,1.8,0.6,12.3,21.3,0.2,0.4,0.6,0.023,-1.5,-2.5,-3.9,-0.7,0
11651,2112,3,Austin Rivers,2014-15,2014,22,TOT,NBA,PG-SG,76,5,20.6,2.7,6.5,0.409,0.5,1.7,0.298,2.2,4.8,0.449,0.449,1.1,1.7,0.675,0.4,1.6,2,2,0.6,0.2,0.9,1.9,7,10.3,0.481,0.264,0.254,2,8.9,5.5,14.7,1.6,0.7,10.5,17.9,0.5,1,1.5,0.046,-1.7,-1.2,-2.9,0,0
11652,2112,4,Austin Rivers,2015-16,2015,23,LAC,NBA,SG,67,7,21.9,3.4,7.7,0.438,0.9,2.8,0.335,2.4,4.9,0.495,0.498,1.2,1.7,0.681,0.3,1.6,1.9,1.5,0.7,0.1,0.9,2,8.9,11.1,0.523,0.359,0.225,1.7,7.9,4.8,10.6,1.6,0.5,9.7,19.4,0.6,1.3,1.9,0.063,-1.2,-1,-2.2,1,0
11653,2112,5,Austin Rivers,2016-17,2016,24,LAC,NBA,SG,74,29,27.8,4.4,9.9,0.442,1.5,4,0.371,2.9,5.8,0.491,0.518,1.8,2.6,0.691,0.3,1.9,2.2,2.8,0.7,0.1,1.6,2.5,12,11.4,0.545,0.409,0.261,1.1,7.5,4.4,15.1,1.2,0.4,12.4,20.3,1.2,1.2,2.5,0.058,-0.1,-1.6,-1.7,1.2,0
